codigo,etapa,ano,area,componente,unidade_tematica,objeto_conhecimento,descricao,palavras_chave,temas_relacionados,steam_relacionado,cultura_maker,fonte_url,observacoes
EF06MA30,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Calcular a probabilidade de um evento aleatório, expressando-a por número racional (forma fracionária, decimal e percentual) e comparar esse número com a probabilidade obtida por meio de experimentos sucessivos.","{""calcular"",""probabilidade"",""evento"",""aleatorio"",""expressando"",""numero"",""racional"",""fracionaria"",""decimal"",""percentual""}","{""calcular"",""probabilidade"",""evento"",""aleatorio"",""expressando"",""numero""}","{""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA31,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Identificar as variáveis e suas frequências e os elementos constitutivos (título, eixos, legendas, fontes e datas) em diferentes tipos de gráfico.","{""variaveis"",""frequencias"",""elementos"",""constitutivos"",""titulo"",""eixos"",""legendas"",""fontes"",""datas"",""tipos""}","{""variaveis"",""frequencias"",""elementos"",""constitutivos"",""titulo"",""eixos""}","{""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA32,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Interpretar e resolver situações que envolvam dados de pesquisas sobre contextos ambientais, sustentabilidade, trânsito, consumo responsável, entre outros, apresentadas pela mídia em tabelas e em diferentes tipos de gráficos e redigir textos escritos com o objetivo de sintetizar conclusões.","{""interpretar"",""situacoes"",""envolvam"",""dados"",""pesquisas"",""contextos"",""ambientais"",""sustentabilidade"",""transito"",""consumo""}","{""interpretar"",""situacoes"",""envolvam"",""dados"",""pesquisas"",""contextos""}","{""ciencia"",""tecnologia"",""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA33,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Planejar e coletar dados de pesquisa referente a práticas sociais escolhidas pelos alunos e fazer uso de planilhas eletrônicas para registro, representação e interpretação das informações, em tabelas, vários tipos de gráficos e texto.","{""planejar"",""coletar"",""dados"",""pesquisa"",""referente"",""praticas"",""sociais"",""escolhidas"",""pelos"",""alunos""}","{""planejar"",""coletar"",""dados"",""pesquisa"",""referente"",""praticas""}","{""tecnologia"",""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF06MA34,Ensino Fundamental - Anos Finais,6º ano,Matemática,Matemática,,,"Interpretar e desenvolver fluxogramas simples, identificando as relações entre os objetos representados (por exemplo, posição de cidades considerando as estradas que as unem, hierarquia dos funcionários de uma empresa etc.).","{""interpretar"",""desenvolver"",""fluxogramas"",""simples"",""identificando"",""relacoes"",""objetos"",""representados"",""exemplo"",""posicao""}","{""interpretar"",""desenvolver"",""fluxogramas"",""simples"",""identificando"",""relacoes""}","{""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI01,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Discutir a aplicação, ao longo da história, das máquinas simples e propor soluções e invenções para a realização de tarefas mecânicas cotidianas.","{""aplicacao"",""longo"",""historia"",""maquinas"",""simples"",""propor"",""solucoes"",""invencoes"",""realizacao"",""tarefas""}","{""aplicacao"",""longo"",""historia"",""maquinas"",""simples"",""propor""}","{""ciencia"",""engenharia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI02,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Diferenciar temperatura, calor e sensação térmica nas diferentes situações de equilíbrio termodinâmico cotidianas.","{""diferenciar"",""temperatura"",""calor"",""sensacao"",""termica"",""situacoes"",""equilibrio"",""termodinamico"",""cotidianas""}","{""diferenciar"",""temperatura"",""calor"",""sensacao"",""termica"",""situacoes""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI03,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Utilizar o conhecimento das formas de propagação do calor para justificar a utilização de determinados materiais (condutores e isolantes) na vida cotidiana, explicar o princípio de funcionamento de alguns equipamentos (garrafa térmica, coletor solar etc.) e/ou construir soluções tecnológicas a partir desse conhecimento.","{""utilizar"",""conhecimento"",""propagacao"",""calor"",""justificar"",""utilizacao"",""determinados"",""materiais"",""condutores"",""isolantes""}","{""utilizar"",""conhecimento"",""propagacao"",""calor"",""justificar"",""utilizacao""}","{""ciencia"",""tecnologia"",""engenharia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI04,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Avaliar o papel do equilíbrio termodinâmico para a manutenção da vida na Terra, para o funcionamento de máquinas térmicas e em outras situações cotidianas.","{""avaliar"",""papel"",""equilibrio"",""termodinamico"",""manutencao"",""terra"",""funcionamento"",""maquinas"",""termicas"",""outras""}","{""avaliar"",""papel"",""equilibrio"",""termodinamico"",""manutencao"",""terra""}","{""ciencia"",""engenharia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI05,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Discutir o uso de diferentes tipos de combustível e máquinas térmicas ao longo do tempo, para avaliar avanços, questões econômicas e problemas socioambientais causados pela produção e uso desses materiais e máquinas.","{""tipos"",""combustivel"",""maquinas"",""termicas"",""longo"",""tempo"",""avaliar"",""avancos"",""questoes"",""economicas""}","{""tipos"",""combustivel"",""maquinas"",""termicas"",""longo"",""tempo""}","{""ciencia"",""engenharia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI06,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Discutir e avaliar mudanças econômicas, culturais e sociais, tanto na vida cotidiana quanto no mundo do trabalho, decorrentes do desenvolvimento de novos materiais e tecnologias (como automação e informatização).","{""avaliar"",""mudancas"",""economicas"",""culturais"",""sociais"",""tanto"",""cotidiana"",""quanto"",""mundo"",""trabalho""}","{""avaliar"",""mudancas"",""economicas"",""culturais"",""sociais"",""tanto""}","{""ciencia"",""tecnologia"",""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI07,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Caracterizar os principais ecossistemas brasileiros quanto à paisagem, à quantidade de água, ao tipo de solo, à disponibilidade de luz solar, à temperatura etc., correlacionando essas características à flora e fauna específicas.","{""caracterizar"",""principais"",""ecossistemas"",""brasileiros"",""quanto"",""paisagem"",""quantidade"",""disponibilidade"",""solar"",""temperatura""}","{""caracterizar"",""principais"",""ecossistemas"",""brasileiros"",""quanto"",""paisagem""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI08,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Avaliar como os impactos provocados por catástrofes naturais ou mudanças nos componentes físicos, biológicos ou sociais de um ecossistema afetam suas populações, podendo ameaçar ou provocar a extinção de espécies, alteração de hábitos, migração etc.","{""avaliar"",""impactos"",""provocados"",""catastrofes"",""naturais"",""mudancas"",""componentes"",""fisicos"",""biologicos"",""sociais""}","{""avaliar"",""impactos"",""provocados"",""catastrofes"",""naturais"",""mudancas""}","{""ciencia"",""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI09,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Interpretar as condições de saúde da comunidade, cidade ou estado, com base na análise e comparação de indicadores de saúde (como taxa de mortalidade infantil, cobertura de saneamento básico e incidência de doenças de veiculação hídrica, atmosférica entre outras) e dos resultados de políticas públicas destinadas à saúde.","{""interpretar"",""condicoes"",""saude"",""comunidade"",""cidade"",""estado"",""analise"",""comparacao"",""indicadores"",""mortalidade""}","{""interpretar"",""condicoes"",""saude"",""comunidade"",""cidade"",""estado""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI10,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Argumentar sobre a importância da vacinação para a saúde pública, com base em informações sobre a maneira como a vacina atua no organismo e o papel histórico da vacinação para a manutenção da saúde individual e coletiva e para a erradicação de doenças.","{""argumentar"",""importancia"",""vacinacao"",""saude"",""publica"",""informacoes"",""maneira"",""vacina"",""organismo"",""papel""}","{""argumentar"",""importancia"",""vacinacao"",""saude"",""publica"",""informacoes""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI11,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Analisar historicamente o uso da tecnologia, incluindo a digital, nas diferentes dimensões da vida humana, considerando indicadores ambientais e de qualidade de vida.","{""historicamente"",""tecnologia"",""incluindo"",""digital"",""dimensoes"",""humana"",""considerando"",""indicadores"",""ambientais"",""qualidade""}","{""historicamente"",""tecnologia"",""incluindo"",""digital"",""dimensoes"",""humana""}","{""ciencia"",""tecnologia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI12,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Demonstrar que o ar é uma mistura de gases, identificando sua composição, e discutir fenômenos naturais ou antrópicos que podem alterar essa composição.","{""demonstrar"",""mistura"",""gases"",""identificando"",""composicao"",""fenomenos"",""naturais"",""antropicos"",""podem"",""alterar""}","{""demonstrar"",""mistura"",""gases"",""identificando"",""composicao"",""fenomenos""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI13,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Descrever o mecanismo natural do efeito estufa, seu papel fundamental para o desenvolvimento da vida na Terra, discutir as ações humanas responsáveis pelo seu aumento artificial (queima dos combustíveis fósseis, desmatamento, queimadas etc.) e selecionar e implementar propostas para a reversão ou controle desse quadro.","{""descrever"",""mecanismo"",""natural"",""efeito"",""estufa"",""papel"",""fundamental"",""desenvolvimento"",""terra"",""acoes""}","{""descrever"",""mecanismo"",""natural"",""efeito"",""estufa"",""papel""}","{""ciencia"",""engenharia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI14,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Justificar a importância da camada de ozônio para a vida na Terra, identificando os fatores que aumentam ou diminuem sua presença na atmosfera, e discutir propostas individuais e coletivas para sua preservação.","{""justificar"",""importancia"",""camada"",""ozonio"",""terra"",""identificando"",""fatores"",""aumentam"",""diminuem"",""presenca""}","{""justificar"",""importancia"",""camada"",""ozonio"",""terra"",""identificando""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF07CI15,Ensino Fundamental - Anos Finais,7º ano,Ciências da Natureza,Ciências,,,"Interpretar fenômenos naturais (como vulcões, terremotos e tsunamis) e justificar a rara ocorrência desses fenômenos no Brasil, com base no modelo das placas tectônicas.","{""interpretar"",""fenomenos"",""naturais"",""vulcoes"",""terremotos"",""tsunamis"",""justificar"",""ocorrencia"",""desses"",""brasil""}","{""interpretar"",""fenomenos"",""naturais"",""vulcoes"",""terremotos"",""tsunamis""}","{""ciencia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
